brand,title,start_time,distance,volumn,gear,tag,price
别克, GL8 2014款 2.4L CT豪华商务舒适版-极品车况 专业商务批发,2014年,8万公里,2.4升,自动,放心购_会员6年,13.8
雪佛兰, 迈锐宝 2014款 2.0L 自动豪华版-正规私家车 手续齐全,2014年,4.7万公里,2.0升,自动,放心购_会员4年,7
别克, 君越 2006款 2.4 豪华型-店内300台二手车手续齐全正规,2006年,13万公里,2.4升,自动,放心购_会员2年,1.76
依维柯, 2009款 手动 2.8T V39 6座 柴油-送沪牌可过户六坐小型,2013年,8万公里,2.8升,手动,放心购_低配_会员1年,5.88
别克, 英朗GT 2010款 GT 1.8L 自动时尚版,2010年,8万公里,1.8升,自动,放心购_会员1年,3.1
日产, 奇骏 2014款 2.0L CVT时尚版 2WD-首付低 利率低 提车快,2014年,7.78万公里,2.0升,自动,放心购_会员1年,13.13
江淮, 瑞风S2 2015款 1.5 自动 豪华智能型-首付低 利率低 提车快,2016年,5.7万公里,1.5升,自动,放心购_高配,5.37
比亚迪, S6 2013款 劲悦版 2.4L 自动精英型 5座-车况精品,2013年,8万公里,2.4升,自动,放心购_会员4年,4.5
双龙, 爱腾 2014款 2.3 手自一体 四驱豪华版-首付低 利率低 提车快,2014年,7.53万公里,2.3升,自动,放心购_会员1年,7.94
奥迪, A1 2012款 1.4 TFSI Ego-首付低 利率低 提车快,2012年,7.53万公里,1.4升,自动,放心购_会员1年,9.39
大众, 高尔夫 2016款 1.4TSI 自动RLine-首付低 利率低 提车快,2017年,2.8万公里,1.4升,自动,放心购_会员1年,13.03
福特, 福克斯两厢 2009款 两厢 2.0L 自动运动型-福克斯经典之作,2009年,12万公里,2.0升,自动,放心购_高配_会员1年,3.02
斯柯达, 明锐 2013款 1.6L 手动逸致版-首付低 利率低 提车快,2013年,6.51万公里,1.6升,手动,放心购_低配,5.09
起亚, K2三厢 2015款 三厢 1.4L AT GLS-首付低 利率低 提车快,2017年,2.95万公里,1.4升,自动,放心购_会员1年,6.48
大众, 帕萨特领驭 2009款 1.8T 自动尊品型-国4可以外迁可以按揭,2009年,9万公里,1.8升,自动,放心购_会员2年_可分期付,4.86
马自达, 阿特兹ATENZA 2014款 2.0L 蓝天豪华版-首付低 利率低 提车快,2015年,5.05万公里,2.0升,自动,放心购_会员1年,13.01
宝马, 3系 2011款 318i 领先型-首付低 利率低 提车快,2011年,9.23万公里,2.0升,自动,放心购_低配,11.09
起亚, K4 2017款 1.8L 自动GLS Special-首付低 利率低 提车快,2017年,5.0万公里,1.8升,自动,放心购_会员1年,10.73
江铃, 福特新世代全顺 2010款 2.4 手动 柴油短轴多功能中顶6座-私家一手车 车况原版,2011年,8万公里,2.4升,手动,放心购_会员3年,6.5
大众, 迈腾 2012款 1.8TSI 豪华型-首付低 利率低 提车快,2012年,7.58万公里,1.8升,自动,放心购_会员1年,9.6
福特, 翼虎 2015款 1.5L GTDi 两驱风尚型-首付低 利率低 提车快,2016年,3.16万公里,1.5升,自动,放心购_会员1年,12.49
丰田, 雷凌 2014款 1.6G CVT精英版-首付低 利率低 提车快,2015年,9.24万公里,1.6升,自动,放心购_会员1年,9.02
大众, 途观 2012款 2.0TSI 自动四驱旗舰版-上海精品二手车包过户,2013年,5.98万公里,2.0升,自动,放心购_高配_会员1年,11.28
起亚, K5 2016款 1.6T 自动LUX-首付低 利率低 提车快,2017年,2.39万公里,1.6升,自动,放心购_会员1年,12.54
奥迪, Q3 2015款 30 TFSI 进取型-首付低 利率低 提车快,2015年,6.83万公里,1.4升,自动,放心购_会员1年,15.8
江淮," 瑞风M3 2015款 1.6 手动 豪华型-欢迎点击店铺,查看更多优惠车源",2016年,6万公里,1.6升,手动,放心购_低配_会员1年,4.8
现代, 朗动 2015款 1.6L 自动尊贵型-首付低 利率低 提车快,2016年,4.21万公里,1.6升,自动,放心购_会员1年,8.7
本田, 思域 2016款 220TURBO 自动尊贵版-首付低 利率低 提车快,2016年,2.49万公里,1.5升,自动,放心购_会员1年,13.38
宝马, 3系 2010款 320i 豪华型-首付低 利率低 提车快,2010年,9.54万公里,2.0升,自动,放心购_会员1年,10.68
长安, CS15 2016款 1.5L 手动豪华版-首付低 利率低 提车快,2016年,2.04万公里,1.5升,手动,放心购_会员1年,4.88
大众, 帕萨特领驭 2006款 1.8T 自动 舒适型,2006年,12万公里,1.8升,自动,放心购_会员3年,1.7
现代, 酷派 2006款 2.0L AT-上海精品二手车包过户,2007年,10.5万公里,2.0升,自动,放心购_低配_会员1年,3.58
福特, 蒙迪欧 2013款 2.0L GTDi200时尚型-首付低 利率低 提车快,2015年,2.0万公里,2.0升,自动,放心购_会员1年,12.52
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
日产, 天籁 2013款 2.5L XL领先版-首付低 利率低 提车快,2015年,7.27万公里,2.5升,自动,放心购_会员1年,13.82
现代, 索纳塔 2011款 2.0L 自动领先版-首付低 利率低 提车快,2012年,7.13万公里,2.0升,自动,放心购_会员1年,7.89
江铃, 经典全顺 2009款 2.8T 手动 柴油后双胎加长轴中顶JX493ZLQ3-11年全顺17座车况精品,2011年,8.6万公里,2.8升,手动,放心购_会员1年,4.5
日产, 骐达 2016款 1.6L CVT酷动版-首付低 利率低 提车快,2017年,2.96万公里,1.6升,自动,放心购_会员1年,9.69
雪铁龙, 爱丽舍 2015款 质尚版 1.6L 自动时尚型-首付低 利率低 提车快,2015年,4.75万公里,1.6升,自动,放心购_会员1年,4.8
宝马, 3系 2011款 318i 领先型-首付低 利率低 提车快,2011年,9.32万公里,2.0升,自动,放心购_低配,9.84
江铃, 福特新世代全顺 2009款 2.4T 手动 多功能型短轴中顶-查看更多车源欢迎点击进入店铺,2011年,6.8万公里,2.4升,手动,放心购_会员1年_可分期付,6.4
福特, 嘉年华两厢 2013款 两厢 1.5L 自动时尚型-首付低 利率低 提车快,2014年,5.98万公里,1.5升,自动,放心购_会员1年,5.61
起亚, 新佳乐 2013款 2.0L 5座自动标准版 国IV-首付低 利率低 提车快,2015年,8.14万公里,2.0升,自动,放心购_低配,8.54
大通, MAXUS V80 2017款 V80 2.5T6挡手动傲运通国V长轴中顶610座-17年加长大通车况极品无事故,2017年,4.2万公里,2.5升,手动,放心购_会员1年_可分期付,12.9
比亚迪, S7 2015款 2.0T 升级版 自动尊贵型-首付低 利率低 提车快,2015年,2.85万公里,2.0升,自动,放心购_会员1年,6.78
三菱, ASX劲炫 2016款 2.0L CVT两驱卓越版-首付低 利率低 提车快,2017年,2.31万公里,2.0升,自动,放心购_会员1年,9.17
大众, 速腾 2013款 2.0TSI GLI-同行可批,2015年,8万公里,2.0升,自动,放心购_高配_会员1年,12.78
精灵smart, fortwo 2012款 1.0 手自一体 MHD 激情版-首付低 利率低 提车快,2013年,3.14万公里,1.0升,自动,放心购_会员1年,7.64
别克, 君越 2011款 2.4L SIDI雅致版-首付低 利率低 提车快,2011年,8.31万公里,2.4升,自动,放心购_会员1年,8.23
大众, 帕萨特 2011款 1.8TSI DSG尊荣版-首付低 利率低 提车快,2012年,6.74万公里,1.8升,自动,放心购_会员1年,8.82
大众, R36 2008款 R36 旅行版,2011年,4.6万公里,3.6升,自动,放心购_高配_会员1年,20.8
大众," 途安 2013款 1.4T 手动风尚版5座-华锋批车,本地非营运,精品车况",2013年,6万公里,1.4升,手动,放心购_低配_会员1年,5.8
丰田, RAV4 2012款 2.0 自动 四驱版-首付低 利率低 提车快,2012年,10.45万公里,2.0升,自动,放心购_会员1年,10.98
大通, MAXUS V80 2017款 V80 2.5T6挡手动傲运通国V长轴中顶5座-17年国五加长大通车况极品极品,2017年,3.6万公里,2.5升,手动,放心购_会员1年_可分期付,13.2
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-小型蓝牌 特价回馈,2010年,9万公里,2.8升,手动,放心购_会员3年,3.28
宝马, 7系 2008款 730Li经典版,2009年,10万公里,3.0升,自动,放心购_会员5年_可分期付,14.88
江铃, 经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-12年全顺手续齐全可过户可分期,2012年,9.6万公里,2.8升,手动,放心购_会员1年_可分期付,5.2
依维柯, 得意 2009款 2.8T 手动 V35基本型-上海最大二手车全顺依维柯,2011年,8.22万公里,2.8升,手动,放心购_低配_会员1年,3.42
比亚迪, F0 2008款 1.0L 舒适型,2009年,9万公里,1.0升,手动,放心购_会员3年,0.6
奥迪, A4L 2011款 2.0 TFSI 运动型-私家一手车发变巅峰状态,2011年,6万公里,2.0升,自动,放心购_会员1年,10.2
福特, 福克斯两厢 2007款 两厢 1.8L 自动时尚型,2007年,11万公里,1.8升,自动,放心购_会员3年,1.6
吉普, 指南者 2014款 2.4 手自一体 改款四驱舒适版-首付低 利率低 提车快,2014年,5.83万公里,2.4升,自动,放心购_会员1年,13.87
奔驰, C级 2013款 C 260 优雅型 Grand Edition-首付低 利率低 提车快,2014年,10.69万公里,1.8升,自动,放心购_会员1年,15.35
大众, 迈腾 2013款 1.8TSI 领先型-精品私家车 性价比高,2014年,5万公里,1.8升,自动,放心购_会员4年,10.88
大通, MAXUS V80 2012款 2.5T 手动 长轴中顶运杰版-可进市区上高架,2014年,7万公里,2.5升,手动,放心购_会员2年,8.58
广汽, 传祺GS5 2014款 2.0 手自一体 两驱超享版-首付低 利率低 提车快,2014年,5.21万公里,2.0升,自动,放心购_会员1年,7.36
现代, 名图 2017款 1.8L 自动智能型GLS-首付低 利率低 提车快,2017年,5.34万公里,1.8升,自动,放心购_会员1年,10.72
马自达, CX5 2013款 2.5L 自动四驱豪华型-首付低 利率低 提车快,2013年,9.57万公里,2.5升,自动,放心购_会员1年,12.91
宝马, 3系 2009款 325i 时尚型-首付低 利率低 提车快,2009年,8.39万公里,2.5升,自动,放心购_会员1年,10.89
福特, 福克斯三厢 2012款 三厢 1.6L 自动风尚型-首付低 利率低 提车快,2013年,8.35万公里,1.6升,自动,放心购_会员1年,6.25
丰田, 凯美瑞 2006款 240G,2006年,14万公里,2.4升,自动,放心购_会员3年,4.2
宝马, 3系 2009款 320i 时尚型-上海精品二手车包过户,2010年,8.9万公里,2.0升,自动,放心购_会员1年_可分期付,8.5
大众, POLO 2013款 1.4L 手动风尚版-首付低 利率低 提车快,2013年,3.33万公里,1.4升,手动,放心购_低配,4.78
别克, 威朗 2016款 两厢 15S 自动进取型-首付低 利率低 提车快,2016年,1.57万公里,1.5升,自动,放心购_低配,8.15
现代, 瑞纳 2016款 1.4L 自动智能型GLS-首付低 利率低 提车快,2016年,2.83万公里,1.4升,自动,放心购_会员1年,6.29
大众, 帕萨特领驭 2009款 1.8T 自动尊品型-精品正规一手私家车手续正规齐全,2009年,11.2万公里,1.8升,自动,放心购_会员1年,5
马自达, 3昂克赛拉 2014款 两厢 1.5L 自动豪华型-首付低 利率低 提车快,2015年,5.42万公里,1.5升,自动,放心购_会员1年,9.31
宝马," 7系 2004款 745Li-车况精品,价格便宜",2005年,17万公里,4.4升,自动,放心购_高配_会员1年,6.66
大众," 帕萨特 2013款 1.8TSI DSG尊荣版-欢迎点击店铺,查看更多优惠车源",2014年,6.8万公里,1.8升,自动,放心购_会员1年,11
江铃, 经典全顺 2013款 柴油 短轴 普通型 中顶 6座 国4-14年国四短轴中顶6座,2014年,8万公里,2.8升,手动,放心购_会员1年_可分期付,6.56
丰田, 卡罗拉 2011款 1.6L 手动GL-首付低 利率低 提车快,2011年,4.7万公里,1.6升,手动,放心购_低配_会员1年,5.41
现代, 途胜 2015款 1.6T 双离合四驱旗舰型-259项检测 全国严选,2016年,2.45万公里,1.6升,自动,放心购_会员1年_可分期付,11.05
别克, GL8 2006款 陆尊 3.0L CT 舒适版-大量新款老款别克商务批发,2006年,16万公里,3.0升,自动,放心购_会员1年,2.8
福特, 翼搏 2013款 1.5L 自动风尚型-首付低 利率低 提车快,2015年,6.52万公里,1.5升,自动,放心购_会员1年,7.01
江铃, 福特新世代全顺 2013款 2.8T 手动 柴油后单胎型加长轴中顶JX493ZLQ4-长轴v348新世代精品一手车,2014年,6万公里,2.8升,手动,放心购_会员2年_可分期付,11.3
江铃, 经典全顺 2009款 2.8T 手动 柴油标准型长轴中顶JX493ZLQ3-车好价优 欢迎你前来选购,2012年,8.9万公里,2.8升,手动,放心购_会员1年,4.8
哈弗, H1 2016款 蓝标 1.5L 手动豪华型-首付低 利率低 提车快,2016年,2.5万公里,1.5升,手动,放心购_会员1年,4.85
别克, 君威 2012款 2.0L 豪华版-正规私家车 性价比高,2013年,6万公里,2.0升,自动,放心购_会员4年,6.6
奥迪, A3 2016款 Sportback 35 TFSI 领英型-首付低 利率低 提车快,2016年,4.15万公里,1.4升,自动,放心购_会员1年,13.64
江铃, 福特新世代全顺 2013款 2.4 手动 柴油7座长轴中顶经济型-16年国五七座加长新世代可分期,2016年,4.8万公里,2.4升,手动,放心购_会员1年_可分期付,15.8
长安, 逸动EADO 2015款 1.6L 手动旗舰型-首付低 利率低 提车快,2015年,6.81万公里,1.6升,手动,放心购_会员1年_好评率85.0%,4.74
东风风神, 风神AX7 2018款 AX7 1.6T 自动豪华型-首付低 利率低 提车快,2018年,3.03万公里,1.6升,自动,放心购_会员1年,9.6
雷克萨斯, LS 2005款 430-御尊首选 精品车况,2006年,16.82万公里,4.3升,自动,放心购_高配,12.6
丰田, RAV4 2011款 2.4L 自动四驱豪华版-首付低 利率低 提车快,2012年,10.47万公里,2.4升,自动,放心购_会员1年,9.54
大众, POLO 2014款 1.4L 手动舒适版-首付低 利率低 提车快,2015年,5.6万公里,1.4升,手动,放心购_会员1年,5.34
MG, 6 2012款 1.8T 自动 精英版-保证无重大事故无泡水送一年质保,2012年,5.65万公里,1.8升,自动,放心购_会员1年,3.83
WEY, VV7 2017款 VV7s 旗舰型-首付低 利率低 提车快,2018年,0.89万公里,2.0升,自动,放心购_高配,15.56
本田, XRV 2015款 1.5L LXi CVT经典版-首付低 利率低 提车快,2016年,5.15万公里,1.5升,自动,放心购_会员1年,10.9
别克, 君威 2012款 2.0T GS超级运动版-保证无重大事故无泡水送一年质保,2012年,6.55万公里,2.0升,自动,放心购_高配_会员1年,6.88
现代, ix35 2010款 2.0L 自动两驱精英版GLS-首付低 利率低 提车快,2011年,8.79万公里,2.0升,自动,放心购_会员1年,6.96
丰田, 凯美瑞 2012款 2.5G 豪华导航版-首付低 利率低 提车快,2013年,8.87万公里,2.5升,自动,放心购_会员1年_好评率85.0%,12.76
大众, 朗行 2015款 1.6L 自动舒适版-首付低 利率低 提车快,2016年,4.96万公里,1.6升,自动,放心购_会员1年,8.43
现代, 索纳塔 2011款 2.0L 自动豪华版-首付低 利率低 提车快,2011年,8.61万公里,2.0升,自动,放心购_会员1年,7.28
日产, 骐达 2013款 1.6L CVT酷咖版-首付低 利率低 提车快,2013年,4.57万公里,1.6升,自动,放心购_高配,7.74
丰田, 凯美瑞 2015款 2.0G 领先版-首付低 利率低 提车快,2015年,6.4万公里,2.0升,自动,放心购_会员1年,13.37
福特, 麦柯斯 2008款 2.3L 7座豪华型-首付低 利率低 提车快,2010年,6.36万公里,2.3升,自动,放心购_会员1年,4.88
江铃, 经典全顺 2013款 柴油 长轴 冰白物流车 中顶 6座 国3-加长大空间拉货神器发变原版,2013年,7万公里,2.8升,手动,放心购_会员2年_可分期付,6.8
别克, 君威 2011款 2.0L 舒适版-正规车行手续齐全看车可优惠,2011年,6.8万公里,2.0升,自动,放心购_低配_会员2年,5.3
荣威, RX5 2016款 30T 两驱互联网智享版-首付低 利率低 提车快,2017年,2.71万公里,2.0升,自动,放心购_会员1年,9.25
别克, GL8 2006款 2.5 自动 7座CT1舒适型-专业批发别克商务,2007年,18万公里,2.5升,自动,放心购_低配_会员1年,2.28
大众, 迈腾 2015款 改款 1.8TSI 豪华型-超高性价比,2015年,6万公里,1.8升,自动,放心购_会员3年,13.48
雪佛兰, 科鲁兹 2009款 1.6L SE AT,2009年,10.5万公里,1.6升,自动,放心购_会员1年,2.1
别克, GL8 2004款 3.0L GT 旗舰剧院版-上海专业批发别克商务,2005年,17万公里,3.0升,自动,放心购_高配_会员1年,2.18
哈弗, H6 2014款 运动版 1.5T 手动两驱精英型-首付低 利率低 提车快,2014年,8.41万公里,1.5升,手动,放心购_会员1年,6.17
大众, 途观 2012款 1.8TSI 自动两驱风尚版-首付低 利率低 提车快,2012年,8.4万公里,1.8升,自动,放心购_会员1年,10.56
本田, 飞度 2016款 1.5L LXS CVT舒适天窗版-首付低 利率低 提车快,2017年,2.18万公里,1.5升,自动,放心购_会员1年_好评率85.0%,7.73
标致, 3008 2015款 2.0L 自动潮流版-首付低 利率低 提车快,2015年,3.53万公里,2.0升,自动,放心购_会员1年,8.84
宝骏, 530 2018款 530 1.5T DCT旗舰型-首付低 利率低 提车快,2018年,0.59万公里,1.5升,自动,放心购_会员1年,8.72
别克," GL8 2013款 2.4L 经典版-欢迎点击店铺,查看更多优惠车源",2014年,7.8万公里,2.4升,自动,放心购_低配_会员1年,8.9
宝马, X1 2012款 sDrive18i 时尚型-首付低 利率低 提车快,2012年,9.56万公里,2.0升,自动,放心购_低配,12.15
吉普, 指南者 2014款 2.4 手自一体 改款四驱舒适版-首付低 利率低 提车快,2015年,3.86万公里,2.4升,自动,放心购_会员1年,13.18
日产, 轩逸 2016款 1.6XV CVT智尊版-首付低 利率低 提车快,2016年,2.76万公里,1.6升,自动,放心购_会员1年,9.59
保时捷, 911 2016款 Carrera S 3.0T,2016年,1.6万公里,3.0升,自动,放心购_商家_可分期付,118
